UO CADASTRADORA,12106,TRF - 5a. Regi�o
UO DEVEDORA,20201,INCRA
"",,ADMINISTRATIVO,
2019,03220945720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,61.001
"",,ADMINISTRATIVO,
2019,03211557720184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,152.868
2019,03221058620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,60.730
"",,ADMINISTRATIVO,
2019,03150439220184050000,DIARIAS E OUTRAS INDENIZACOES  SISTEMA REMUNERATORIO E BENEFICIOS,81.735
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,03165707920184050000,LICENCAPREMIO  LICENCASAFASTAMENTOS  SERVIDOR PUBLICO CIVIL,194.348
"",,ADMINISTRATIVO,
2019,03050640920184050000,LICENCA PREMIO  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO,154.642
"",,MILITAR  ADMINISTRATIVO,
2019,02991367720184050000,GRATIFICACAO DE ATIVIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,222.728
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02910770320184050000,PLANO DE CLASSIFICACAO DE CARGOS  SISTEMA REMUNERATORIO E BENEFICIOS,87.301
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793261920184050000,PROVISORIA  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,108.653
2019,02698331820184050000,PROMOCAOASCENSAO  REGIME ESTATUTARIO  SERVIDOR PUBLICO CIVIL,63.794
"",,ADMINISTRATIVO,
2019,02371554720184050000,GRATIFICACAO INCORPORADAQUINTOS E DECIMOSVPNI  SISTEMA,122.999
"",,REMUNERATORIO E BENEFICIOS  SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02154326920184050000,PLANO DE CLASSIFICACAO DE CARGOS  SISTEMA REMUNERATORIO E BENEFICIOS,115.301
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02031682020184050000,INDICE DA URV LEI 88801994  REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO,78.039
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03221014920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,60.052
"",,ADMINISTRATIVO,
2019,03221300220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,69.997
"",,ADMINISTRATIVO,
2019,03207746920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,60.489
"",,ADMINISTRATIVO,
2019,03221214020184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,153.641
"",,ADMINISTRATIVO,
2019,03221283220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,72.184
"",,ADMINISTRATIVO,
2019,03141950820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,555.462
"",,TRABALHO,
2019,03221067120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,63.499
"",,ADMINISTRATIVO,
2019,03221291720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,76.420
"",,ADMINISTRATIVO,
2019,03221274720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,59.424
"",,ADMINISTRATIVO,
2019,03221266220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,62.547
"",,ADMINISTRATIVO,
2019,03221257720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,59.860
"",,ADMINISTRATIVO,
2019,03221249220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,63.404
"",,ADMINISTRATIVO,
2019,03221222520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,66.435
"",,ADMINISTRATIVO,
2019,03221205520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,88.625
"",,ADMINISTRATIVO,
2019,03221197020184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,60.318
"",,ADMINISTRATIVO,
2019,03221188520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,66.990
"",,ADMINISTRATIVO,
2019,03221101120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,61.686
UO DEVEDORA,26240,UFPB
2019,03029275420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,611.271
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02453034720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,132.096
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020761520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,148.481
"",,TRABALHO,
2019,03009286620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,653.057
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020744520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,470.493
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020736020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,570.673
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020727520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,830.920
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020719020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,546.260
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020700820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,642.825
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020692320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,467.152
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020753020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,148.481
"",,TRABALHO,
2019,03020675320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,778.783
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020536920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,105.988
"",,TRABALHO,
2019,03020658320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,181.203
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020649820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,184.822
"",,TRABALHO,
2019,03020631620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,184.822
"",,TRABALHO,
2019,03020623120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,755.350
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020614620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,968.423
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020606120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,915.910
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020597620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,586.177
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020589120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,879.921
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020570920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,954.747
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020562420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,566.575
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020553920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,906.802
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020545420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,802.971
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020683820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,654.983
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057924220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,180.228
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02550589520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,770.140
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452965520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,656.369
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452957020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,542.517
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452948520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,481.564
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452930320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,591.820
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02370836020184050000,AVERBACAOCONTAGEM DE TEMPO ESPECIAL  TEMPO DE SERVICO  SERVIDOR,78.228
"",,PUBLICO CIVIL  ADMINISTRATIVO,
2019,02370827520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,530.468
"",,ADMINISTRATIVO,
2019,02339605420184050000,GRATIFICACOES DA LEI 811290  SISTEMA REMUNERATORIO E BENEFICIOS,163.378
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02339596920184050000,ADICIONAL DE HORAS EXTRAS  SISTEMA REMUNERATORIO E BENEFICIOS,116.067
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02251708120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,55.505
"",,ADMINISTRATIVO,
2019,02185331720184050000,RESTABELECIMENTO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,72.806
2019,02452982520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,427.599
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02181114220184050000,ACUMULACAO DE PROVENTOS  SISTEMA REMUNERATORIO E BENEFICIOS,103.588
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452991020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,711.350
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057915720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,180.228
2019,02057907220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,879.556
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057898720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,976.770
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057880520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,510.955
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057872020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,545.703
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057863520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,555.207
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057855020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,461.065
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057846520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,746.367
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057838020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,989.203
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057829520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,839.270
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02057811320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,705.027
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03029327620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,897.390
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02185306220184050000,PERDAS E DANOS  INADIMPLEMENTO  OBRIGACOES  DIREITO CIVIL,91.526
2019,03008896920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,742.851
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009269620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,594.081
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009251420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,517.079
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009242920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,778.103
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009234420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,462.940
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009225920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,708.759
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009217420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,942.864
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008966120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,78.964
"",,TRABALHO,
2019,03008957620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,174.998
"",,TRABALHO,
2019,03008949120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,174.998
"",,TRABALHO,
2019,03008930920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,677.698
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008922420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,977.323
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02452974020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,379.278
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008905420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,689.959
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03009278120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,745.698
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008888420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.005.154
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008870220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,381.853
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008861720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,727.168
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008853220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,766.761
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008844720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,499.802
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02982369420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,26.752
"",,TRABALHO,
2019,02981269520184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,535.049
2019,02970417420184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,271.191
2019,02453043220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,132.096
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02453026220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,549.186
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02453017720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,340.168
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02453009220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,603.983
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03008913920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,531.363
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196167620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,772.021
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196253820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,584.780
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196098420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,581.617
2019,03196106920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,796.667
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196115420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,745.496
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196123920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,741.928
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196132420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,635.540
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196071720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.192.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196159120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,206.812
"",,TRABALHO,
2019,03196063220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,720.710
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196176120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.333.718
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196184620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,520.168
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196193120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.530.624
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196201620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.055.582
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196219820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,845.591
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03211878220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,751.956
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196140920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,206.812
"",,TRABALHO,
2019,03188311720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,602.040
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188234020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,259.249
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188242520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,626.443
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188251020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.192.264
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188269220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,761.134
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188277720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,717.186
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188286220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,862.577
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196080220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,586.652
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03188303220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,989.458
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196262320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,235.928
"",,TRABALHO,
2019,03188320220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,193.327
"",,TRABALHO,
2019,03188338420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,193.327
"",,TRABALHO,
2019,03189004920184050000,REINTEGRACAO  REGIME ESTATUTARIO  SERVIDOR  PUBLICO CIVIL,1.029.238
"",,ADMINISTRATIVO,
2019,03189082620184050000,PLANO DE CLASSIFICACAO DE CARGOS  SISTEMA REMUNERATORIO E BENEFICIOS,79.929
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196046220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,897.452
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03196054720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.373.853
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
